Country	City	PM10	Year	Notes	Notes	PM2	Year
Germany	KöLN	24	2013	"3 stations, background, urban"	measured data	17	2013
Germany	KONSTANZ	19	2013	"1 station, background, urban"	measured data	13	2013
Germany	KREFELD	25	2013	"1 station, background, urban"	measured data	17	2013
Germany	KULMBACH	20	2013	"1 station, background, urban"	measured data	14	2013
Germany	LANDSHUT	22	2013	"1 station, traffic, urban"	measured data	16	2013
Germany	LEISEL	11	2013	"1 station, background, rural"	measured data	8	2013
Germany	LEUNA	19	2013	"1 station, background, suburban"	measured data	13	2013
Germany	LEVERKUSEN	20	2013	"1 station, background, suburban"	measured data	14	2013
Germany	LIMBURG	20	2013	"1 station, background, urban"	measured data	14	2013
Germany	LINDAU (BODENSEE)	22	2013	"1 station, traffic, urban"	measured data	15	2013
Germany	LüBECK	18	2013	"1 station, background, urban"	measured data	12	2013
Germany	LUDWIGSBURG	19	2013	"1 station, background, suburban"	measured data	13	2013
Germany	LUDWIGSHAFEN	22	2013	"3 stations, background, urban"	measured data	15	2013
Germany	LüNEN	24	2013	"1 station, background, suburban"	measured data	17	2013
Germany	MAINZ	21	2013	"3 stations, background, urban"	measured data	15	2013
Germany	MANNHEIM	22	2013	"3 stations, background urban, traffic urban, industrial, suburban"	measured data	15	2013
Germany	MARBURG	19	2013	"1 station, background, urban"	measured data	13	2013
Germany	MEWEGEN	18	2013	"1 station, background, rural"	measured data	12	2013
Germany	MICHAELSTADT	18	2013	"1 station, background, urban"	measured data	12	2013
Germany	MöNCHENGLADBACH	21	2013	"1 station, background, suburban"	measured data	15	2013
Germany	MüLHEIM	21	2013	"1 station, background, urban"	measured data	15	2013
Germany	MüNCHEN	21	2013	"3 stations, background suburban, traffic, urban"	measured data	15	2013
Germany	MüNSTER	22	2013	"1 station, background, urban"	measured data	15	2013
Germany	NETTETAL	22	2013	"1 station, background, rural-nearcity"	measured data	15	2013
Germany	NEUBRANDENBURG	20	2013	"1 station, traffic, urban"	measured data	14	2013
Germany	NEUENBURG	19	2013	"1 station, background, suburban"	measured data	13	2013
Germany	NEUGLOBSOW	14	2013	"1 station, background, rural-regional"	measured data	10	2013
Germany	NEUHAUSEN	14	2013	"1 station, background, suburban"	measured data	10	2013
Germany	NEURUPPIN	18	2013	"1 station, background, suburban"	measured data	12	2013
Germany	NEUSTADT	16	2013	-	converted from PM2.5	11	2013
Germany	NEUSTADT A.D.DONAU	18	2013	"1 station, background, rural-regional"	measured data	13	2013
Germany	NEU-ULM	22	2013	"1 station, background, urban"	measured data	16	2013
Germany	NEUWIED	20	2013	"1 station, background, urban"	measured data	14	2013
Germany	NIEDERZIER	24	2013	"1 station, background, urban"	measured data	17	2013
Germany	NORDHAUSEN	19	2013	"1 station, background, urban"	measured data	13	2013
Germany	NüRNBERG	23	2013	"1 station, traffic, urban"	measured data	15	2013
Germany	OBERRIED-HOFSGRUND	8	2013	"1 station, background, rural-regional"	measured data	7	2013
Germany	OSNABRUECK	16	2013	"1 station, background, urban"	measured data	12	2013
Germany	PFORZHEIM	18	2013	"1 station, background, urban"	measured data	13	2013
Germany	PLAUEN	21	2013	"1 station, traffic, urban"	measured data	15	2013
Germany	POSSEN	13	2013	"1 station, background, rural-remote"	measured data	9	2013
Germany	POTSDAM	23	2013	"2 stations, background, urban"	measured data	14	2013
Germany	RADEBEUL	20	2013	"1 station, background, rural-nearcity"	measured data	14	2013
Germany	RATINGEN	20	2013	"1 station, background, suburban"	measured data	14	2013
Germany	RAUNHEIM	21	2013	"1 station, background, urban"	measured data	15	2013
Germany	REGENSBURG	28	2013	"1 station, traffic, urban"	measured data	19	2013
Germany	REUTLINGEN	18	2013	"1 station, background, urban"	measured data	13	2013
Germany	RIEDSTADT	19	2013	"1 station, background, rural-nearcity"	measured data	13	2013
Germany	SAARBRüCKEN	19	2013	"2 stations, background, urban"	measured data	13	2013
Germany	SAARLOUIS	19	2013	"1 station, background, suburban"	measured data	13	2013
Germany	SCHWÃ„BISCH HALL	19	2013	"1 station, background, suburban"	measured data	13	2013
Germany	SCHWANDORF	20	2013	-	converted from PM2.5	14	2013
Germany	SCHWEDT/ODER	19	2013	"1 station, industrial, suburban"	measured data	15	2013
Germany	SCHWEINFURT	18	2013	"1 station, background, urban"	measured data	13	2013
Germany	SCHWERTE	20	2013	"1 station, background, urban"	measured data	16	2013
Germany	SIMMERATH	13	2013	"1 station, background, rural-regional"	measured data	9	2013
Germany	SOEST	18	2013	"1 station, background, rural-nearcity"	measured data	15	2013
Germany	SOLINGEN	20	2013	"1 station, background, suburban"	measured data	14	2013
Germany	STUTTGART	24	2013	"2 stations, background, urban"	measured data	15	2013
Germany	SULZBACH-ROSENBERG	21	2013	"1 station, background, suburban"	measured data	14	2013
Germany	TAUBERBISCHOFSHEIM	16	2013	"1 station, background, rural-regional"	measured data	11	2013
Germany	TIEFENBACH	12	2013	"1 station, background, rural-regional"	measured data	9	2013
Germany	TRIER	21	2013	"1 station, traffic, urban"	measured data	15	2013
Germany	TROSTBERG	19	2013	"1 station, background, suburban"	measured data	14	2013
Germany	ULM	21	2013	"1 station, background, urban"	measured data	15	2013
Germany	UNNA	23	2013	-	converted from PM2.5	16	2013
Germany	VILLINGEN-SCHWENNINGEN	15	2013	"1 station, background, suburban"	measured data	10	2013
Germany	WASCHEID	11	2013	"1 station, background, rural"	measured data	8	2013
Germany	WASSERKUPPE	10	2013	"1 station, background, rural"	measured data	7	2013
Germany	WEIDEN I.D.OPF.	21	2013	-	converted from PM2.5	15	2013
Germany	WEIL AM RHEIN	18	2013	"1 station, background, suburban"	measured data	14	2013
Germany	WESEL	22	2013	"1 station, background, suburban"	measured data	17	2013
Germany	WESTERLAND	18	2013	"1 station, background, rural"	measured data	12	2013
Germany	WETZLAR	22	2013	"1 station, traffic, urban"	measured data	15	2013
Germany	WIESBADEN	21	2013	"2 stations, background, urban"	measured data	15	2013
Germany	WIESLOCH	19	2013	"1 station, background, suburban"	measured data	13	2013
Germany	WITZENHAUSEN/WALD	12	2013	"1 station, background, rural"	measured data	8	2013
Germany	WOLFSBURG	14	2013	"1 station, background, suburban"	measured data	10	2013
Germany	WORMS	22	2013	"1 station, traffic, urban"	measured data	16	2013
Germany	WöRTH	18	2013	"1 station, background, urban"	measured data	13	2013
Germany	WüRZBURG	18	2013	"1 station, background, suburban"	measured data	13	2013
Germany	ZEITZ	19	2013	"1 station, background, urban"	measured data	13	2013
Germany	ZELLA-MEHLIS	16	2013	"2 stations, background, urban"	measured data	12	2013
Germany	ZINGST	14	2013	"1 station, background, rural"	measured data	10	2013
Greece	AGIA PARASKEVI	27	2013	"1 station, background, suburban"	measured data	10	2013
Greece	AMAROUSSIO	35	2013	"1 station, traffic, urban"	measured data	13	2013
Greece	ATHENS	40	2013	"1 station, traffic, urban"	measured data	15	2013
Greece	ECHEDORO	26	2013	"1 station, industrial, urban"	measured data	10	2013
Greece	LARISSA	38	2013	"1 station, traffic, urban"	measured data	14	2013
Greece	LYKOVRISI	42	2013	"1 station, background, suburban"	measured data	16	2013
Greece	PATRA	40	2013	"1 station, traffic, urban"	measured data	15	2013
Greece	PIREAS	37	2013	"1 station, traffic, urban"	measured data	14	2013
Greece	THESSALONIKI	22	2013	"1 station, traffic, urban"	measured data	8	2013
Greece	VOLOS	32	2013	"1 station, traffic, urban"	measured data	12	2013
Guatemala	Guatemala	56	2013	"4 stations, Urban background"	measured data	41	2013
Honduras	Tegucigalpa	59	2013	"2 stations, NA"	measured data	36	2013
Hungary	Ajka	21	2013	"1 station, Urban background"	measured data	17	2013
Hungary	Budapest	29	2013	"5 stations, Suburban background"	measured data	25	2013
Hungary	Debrecen	27	2013	"1 station, Urban background"	measured data	22	2013
Hungary	Dunaújváros	26	2013	"1 station, Urban industry"	measured data	21	2013
Hungary	Esztergom	27	2013	"1 station, Urban background"	measured data	17	2013
Hungary	Gyor	23	2013	"1 station, Urban transport"	measured data	15	2013
Hungary	Hernádszurdok	22	2013	"1 station, Rural background"	measured data	18	2013
Hungary	Kazincbarcika	31	2013	"1 station, Urban background"	measured data	25	2013
Hungary	Miskolc	35	2013	"1 station, Urban transport"	measured data	29	2013
Hungary	Nyíregyháza	32	2013	"1 station, Suburban background"	measured data	26	2013
Hungary	Pécs	31	2013	"2 stations, Suburban background"	measured data	25	2013
Hungary	Sarród	18	2013	"1 station, Urban background"	measured data	15	2013
Hungary	Sopron	24	2013	"1 station, Urban background"	measured data	20	2013
Hungary	Százhalombatta	23	2013	"1 station, Suburban background"	measured data	19	2013
Hungary	Szeged	25	2013	"1 station, Urban background"	measured data	20	2013
Hungary	Tatabánya	26	2013	"1 station, Urban transport"	measured data	21	2013
Hungary	Veszprém	17	2013	"1 station, Suburban background"	measured data	14	2013
Iceland	AKUREYRI	12	2013	"1 station, traffic, suburban"	measured data	8	2013
Iceland	HAFNARFJORDUR	8	2012	"1 station, background suburban"	measured data	4	2012
Iceland	REYKJAVIK	15	2013	"2 stations, background suburban, traffic, urban"	measured data	11	2013
India	Agra	196	2012	"6 stations, NA"	measured data	105	2012
India	Ahmedabad	83	2012	6 stations	measured data	100	2013
India	Aizawl	54	2012	"5 stations, NA"	measured data	29	2012
India	Akola	139	2012	"3 stations, NA"	measured data	74	2012
India	Alappuzha	50	2012	"2 stations, NA"	measured data	27	2012
India	Allahabad	317	2012	"2 stations, NA"	measured data	170	2012
India	Alwar	152	2012	"3 stations, NA"	measured data	81	2012
India	Amravati	100	2012	"3 stations, NA"	measured data	54	2012
India	Amritsar	202	2012	"2 stations, NA"	measured data	108	2012
India	Angul	106	2012	"2 stations, NA"	measured data	57	2012
India	Anklesvar	100	2012	"2 stations, NA"	measured data	53	2012
India	Aurangabad	80	2012	"3 stations, NA"	measured data	43	2012
India	Baddi	99	2012	"3 stations, NA"	measured data	53	2012
India	Balasore	82	2012	"3 stations, NA"	measured data	44	2012
India	Bangalore	118	2012	"7 stations, NA"	measured data	63	2012
India	Berhampur	80	2012	"1 station, NA"	measured data	43	2012
India	Bhilai	103	2012	"3 stations, NA"	measured data	55	2012
India	Bhopal	173	2012	"3 stations, NA"	measured data	93	2012
India	Bhubneshwar	81	2012	"5 stations, NA"	measured data	43	2012
India	Bongaigaon	46	2012	"2 stations, NA"	measured data	24	2012
India	Chandigarh	110	2012	"5 stations, NA"	measured data	59	2012
India	Chandrapur	148	2012	"6 stations, NA"	measured data	79	2012
India	Chennai	57	2012	"6 stations, NA"	measured data	44	2014
India	Chitoor	40	2012	"1 station, NA"	measured data	21	2012
India	Coimbatore	68	2012	"3 stations, NA"	measured data	36	2012
India	Cuttack	68	2012	"2 stations, NA"	measured data	36	2012
India	Dehradun	188	2012	"3 stations, NA"	measured data	100	2012
India	Delhi	229	2012	12 stations	measured data	122	2013
India	Devanagere	75	2012	"3 stations, NA"	measured data	40	2012
India	Dewas	92	2012	"3 stations, NA"	measured data	49	2012
India	Dhanbad	178	2012	"3 stations, NA"	measured data	95	2012
India	Dibrugarh	56	2012	"1 station, NA"	measured data	30	2012
India	Dimapur	90	2012	"2 stations, NA"	measured data	48	2012
India	Durgapur	108	2012	"1 station, NA"	measured data	58	2012
India	Faridabad	184	2012	"2 stations, NA"	measured data	98	2012
India	Firozabad	212	2012	"3 stations, NA"	measured data	113	2012
India	Gobindgarh	201	2012	"3 stations, NA"	measured data	108	2012
India	Golaghat	55	2012	"1 station, NA"	measured data	29	2012
India	Guntur	75	2012	"1 station, NA"	measured data	40	2012
India	Guwahati	92	2012	"6 stations, NA"	measured data	49	2012
India	Gwalior	329	2012	"2 stations, NA"	measured data	176	2012
India	Hassan	36	2012	"1 station, NA"	measured data	19	2012
India	Howrah	186	2012	"1 station, NA"	measured data	100	2012
India	Hyderabad	79	2012	"10 stations, NA"	measured data	59	2014
India	Indore	143	2012	"3 stations, NA"	measured data	76	2012
India	Jaipur	187	2012	"6 stations, NA"	measured data	100	2012
India	Jalandhar	140	2012	"3 stations, NA"	measured data	75	2012
India	Jalgaon	130	2012	"3 stations, NA"	measured data	70	2012
India	Jammu	119	2012	"3 stations, NA"	measured data	64	2012
India	Jamnagar	101	2012	"1 station, NA"	measured data	54	2012
India	Jhansi	110	2012	"2 stations, NA"	measured data	59	2012
India	Jodhpur	189	2012	"6 stations, NA"	measured data	101	2012
India	Kakinada	58	2012	"1 station, NA"	measured data	31	2012
India	Kanpur	215	2012	"8 stations, NA"	measured data	115	2012
India	Khanna	213	2012	"2 stations, NA"	measured data	114	2012
India	Khurja	168	2012	"2 stations, NA"	measured data	90	2012
India	Kochi	70	2012	"7 stations, NA"	measured data	38	2012
India	Kohima	82	2012	"2 stations, NA"	measured data	44	2012
India	Kolhapur	110	2012	"3 stations, NA"	measured data	59	2012
India	Kolkata	135	2012	"9 stations, NA"	measured data	61	2014
India	Kollam	41	2012	"2 stations, NA"	measured data	22	2012
India	Korba	81	2012	"3 stations, NA"	measured data	43	2012
India	Kota	156	2012	"3 stations, NA"	measured data	84	2012
India	Kothagudem	63	2012	"1 station, NA"	measured data	34	2012
India	Kottayam	56	2012	"2 stations, NA"	measured data	30	2012
India	Kozhikode	56	2012	"2 stations, NA"	measured data	30	2012
India	Kurnool	74	2012	"1 station, NA"	measured data	40	2012
India	Lucknow	211	2012	"5 stations, NA"	measured data	113	2012
India	Ludhiana	228	2012	"4 stations, NA"	measured data	122	2012
India	Madurai	48	2012	"3 stations, NA"	measured data	26	2012
India	Margherita	54	2012	"1 station, NA"	measured data	29	2012
India	Meerut	129	2012	"2 stations, NA"	measured data	69	2012
India	Mumbai	117	2012	"3 stations, NA"	measured data	63	2013
India	Nagaon	79	2012	"1 station, NA"	measured data	42	2012
India	Nagda	103	2012	"3 stations, NA"	measured data	55	2012
India	Nagpur	103	2012	"7 stations, NA"	measured data	55	2012
India	Nalbari	82	2012	"1 station, NA"	measured data	44	2012
India	Nalgonda	79	2012	"1 station, NA"	measured data	42	2012
India	Nanded	53	2012	"3 stations, NA"	measured data	28	2012
India	Nashik	95	2012	"4 stations, NA"	measured data	51	2012
India	Navi Mumbai	120	2012	"6 stations, NA"	measured data	64	2012
India	Naya Nangal	89	2012	"2 stations, NA"	measured data	47	2012
India	Nellore	62	2012	"1 station, NA"	measured data	33	2012
India	Noida	136	2012	"2 stations, NA"	measured data	73	2012
India	Panaji	67	2012	"1 station, NA"	measured data	36	2012
India	Parwanoo	80	2012	"2 stations, NA"	measured data	43	2012
India	Pathanamthitta	23	2012	"1 station, NA"	measured data	12	2012
India	Patiala	63	2012	"2 stations, NA"	measured data	33	2012
India	Patna	167	2012	"2 stations, 2 stations, residential and others (PM10); 1 station (PM2.5)"	measured data	149	2013
India	Puducherry	42	2012	"3 stations, NA"	measured data	22	2012
India	Pune	92	2012	"4 stations, NA"	measured data	49	2012
India	Raebareli	163	2012	"3 stations, NA"	measured data	87	2012
India	Raipur	268	2012	"3 stations, NA"	measured data	144	2012
India	Rajkot	99	2012	"2 stations, NA"	measured data	53	2012
India	Ramagundam	82	2012	"1 station, NA"	measured data	44	2012
India	Raniganj	126	2012	"1 station, NA"	measured data	67	2012
India	Rayagada	54	2012	"2 stations, NA"	measured data	29	2012
India	Rishikesh	109	2012	"1 station, NA"	measured data	58	2012
